timestamp,voltage,temperature,humidity
2019-01-09 00:01:20,294.16,28.0,29.0
2019-01-09 00:06:22,301.17,28.0,33.0
2019-01-09 00:11:26,289.36,28.0,31.0
2019-01-09 00:16:31,286.19,28.0,29.0
2019-01-09 00:21:33,293.16,28.0,33.0
2019-01-09 00:26:35,292.98,28.0,31.0
2019-01-09 00:31:37,291.72,28.0,29.0
2019-01-09 00:36:41,290.31,29.0,32.0
2019-01-09 00:41:44,291.24,29.0,31.0
2019-01-09 00:46:46,290.54,27.0,31.0
2019-01-09 00:51:48,290.2,28.0,31.0
2019-01-09 00:56:51,293.04,28.0,29.0
2019-01-09 01:01:54,284.52,28.0,34.0
2019-01-09 01:06:55,289.63,28.0,31.0
2019-01-09 01:11:58,295.23,28.0,30.0
2019-01-09 01:17:01,293.06,28.0,32.0
2019-01-09 01:22:09,287.8,29.0,31.0
2019-01-09 01:27:12,296.79,28.0,29.0
2019-01-09 01:32:15,291.15,28.0,33.0
2019-01-09 01:37:20,286.65,28.0,31.0
2019-01-09 01:42:21,291.51,28.0,30.0
2019-01-09 01:47:26,282.53,28.0,31.0
2019-01-09 01:52:30,284.07,28.0,30.0
2019-01-09 01:57:33,292.54,28.0,32.0
2019-01-09 02:02:41,291.88,28.0,31.0
2019-01-09 02:07:43,293.51,29.0,30.0
2019-01-09 02:12:46,290.02,28.0,33.0
2019-01-09 02:17:48,291.16,29.0,32.0
2019-01-09 02:22:51,290.07,28.0,28.0
2019-01-09 02:27:53,294.1,28.0,32.0
2019-01-09 02:32:55,297.07,28.0,30.0
2019-01-09 02:37:58,293.26,28.0,29.0
2019-01-09 02:43:01,293.01,28.0,33.0
2019-01-09 02:48:03,289.32,29.0,30.0
2019-01-09 02:53:05,290.55,28.0,31.0
2019-01-09 02:58:08,292.93,28.0,31.0
2019-01-09 03:03:11,288.59,28.0,30.0
2019-01-09 03:08:13,298.09,28.0,32.0
2019-01-09 03:13:15,289.91,28.0,30.0
2019-01-09 03:18:22,288.77,28.0,29.0
2019-01-09 03:23:27,291.08,28.0,33.0
2019-01-09 03:28:29,289.67,29.0,32.0
2019-01-09 03:33:31,293.24,28.0,29.0
2019-01-09 03:38:33,277.1,28.0,33.0
2019-01-09 03:43:35,300.77,29.0,31.0
2019-01-09 03:48:37,286.36,28.0,30.0
2019-01-09 03:53:40,290.11,29.0,34.0
2019-01-09 03:58:42,291.72,28.0,29.0
2019-01-09 04:03:45,287.45,28.0,31.0
2019-01-09 04:08:47,292.87,29.0,33.0
2019-01-09 04:13:50,283.6,28.0,29.0
2019-01-09 04:18:52,292.96,28.0,33.0
2019-01-09 04:23:55,290.82,28.0,31.0
2019-01-09 04:28:57,294.73,14.0,142.0
2019-01-09 04:33:59,285.49,28.0,35.0
2019-01-09 04:39:02,283.01,29.0,31.0
2019-01-09 04:44:09,285.22,29.0,30.0
2019-01-09 04:49:12,289.83,28.0,33.0
2019-01-09 04:54:15,292.22,29.0,31.0
2019-01-09 04:59:19,290.17,28.0,29.0
2019-01-09 05:04:21,293.8,28.0,33.0
2019-01-09 05:09:24,289.18,29.0,30.0
2019-01-09 05:14:30,288.94,28.0,32.0
2019-01-09 05:19:33,291.87,28.0,31.0
2019-01-09 05:24:36,290.85,29.0,30.0
2019-01-09 05:29:38,287.51,28.0,36.0
2019-01-09 05:34:41,290.21,29.0,31.0
2019-01-09 05:39:45,286.97,28.0,30.0
2019-01-09 05:44:50,292.75,28.0,36.0
2019-01-09 05:49:52,292.84,28.0,30.0
2019-01-09 05:54:55,296.23,28.0,29.0
2019-01-09 05:59:58,293.91,28.0,33.0
2019-01-09 06:05:00,291.81,29.0,30.0
2019-01-09 06:10:03,295.15,28.0,30.0
2019-01-09 06:15:07,288.92,29.0,32.0
2019-01-09 06:20:12,289.95,29.0,29.0
2019-01-09 06:25:15,293.9,28.0,33.0
2019-01-09 06:30:19,295.84,29.0,32.0
2019-01-09 06:35:24,292.09,28.0,28.0
2019-01-09 06:40:27,296.82,14.0,144.0
2019-01-09 06:45:32,291.5,29.0,30.0
2019-01-09 06:50:35,294.34,29.0,29.0
2019-01-09 06:55:39,292.63,28.0,32.0
2019-01-09 07:00:41,294.35,29.0,29.0
2019-01-09 07:05:44,289.03,28.0,30.0
2019-01-09 07:10:47,298.91,28.0,32.0
2019-01-09 07:15:49,297.54,28.0,29.0
2019-01-09 07:20:54,296.59,28.0,31.0
2019-01-09 07:25:57,292.17,28.0,31.0
2019-01-09 07:31:01,288.1,28.0,30.0
2019-01-09 07:36:03,292.73,28.0,30.0
2019-01-09 07:41:05,288.62,28.0,31.0
2019-01-09 07:46:10,294.12,28.0,28.0
2019-01-09 07:51:13,291.44,28.0,31.0
2019-01-09 07:56:17,286.27,28.0,29.0
2019-01-09 08:01:21,291.56,28.0,29.0
2019-01-09 08:06:23,284.33,28.0,31.0
2019-01-09 08:11:25,297.41,28.0,29.0
2019-01-09 08:16:27,298.13,28.0,30.0
2019-01-09 08:21:30,294.61,28.0,30.0
2019-01-09 08:26:33,295.53,27.0,30.0
2019-01-09 08:31:35,290.54,28.0,31.0
2019-01-09 08:36:38,289.45,28.0,31.0
2019-01-09 08:41:43,291.05,28.0,32.0
2019-01-09 08:46:46,298.33,28.0,31.0
2019-01-09 08:51:49,295.53,28.0,30.0
2019-01-09 08:56:51,290.28,28.0,30.0
2019-01-09 09:01:54,291.28,28.0,31.0
2019-01-09 09:06:56,290.05,28.0,31.0
2019-01-09 09:11:58,290.38,28.0,30.0
2019-01-09 09:17:00,291.76,28.0,31.0
2019-01-09 09:22:03,292.84,14.0,143.0
2019-01-09 09:27:06,291.9,28.0,31.0
2019-01-09 09:32:10,293.38,28.0,31.0
2019-01-09 09:37:13,291.84,28.0,31.0
2019-01-09 09:42:15,287.92,28.0,31.0
2019-01-09 09:47:18,290.04,14.0,143.0
2019-01-09 09:52:21,294.48,28.0,31.0
2019-01-09 09:57:23,295.45,28.0,32.0
2019-01-09 10:02:26,288.57,28.0,31.0
2019-01-09 10:07:28,294.61,28.0,33.0
2019-01-09 10:12:33,293.63,28.0,32.0
2019-01-09 10:17:36,293.91,28.0,31.0
2019-01-09 10:22:38,293.09,28.0,31.0
2019-01-09 10:27:42,289.32,28.0,31.0
2019-01-09 10:32:47,289.47,28.0,31.0
2019-01-09 10:37:51,290.64,28.0,31.0
2019-01-09 10:42:53,296.58,28.0,31.0
2019-01-09 10:47:55,289.8,28.0,31.0
2019-01-09 10:52:58,296.03,28.0,31.0
2019-01-09 10:58:04,295.63,28.0,31.0
2019-01-09 11:03:07,292.13,28.0,29.0
2019-01-09 11:08:10,294.42,28.0,34.0
2019-01-09 11:13:14,292.01,28.0,31.0
2019-01-09 11:18:17,295.1,28.0,31.0
2019-01-09 11:23:19,291.04,28.0,31.0
2019-01-09 11:28:24,289.41,28.0,31.0
2019-01-09 11:33:27,298.79,28.0,35.0
2019-01-09 11:38:30,294.85,29.0,32.0
2019-01-09 11:43:33,296.65,28.0,31.0
2019-01-09 11:48:35,295.93,28.0,34.0
2019-01-09 11:53:37,295.11,28.0,31.0
2019-01-09 11:58:40,295.64,28.0,30.0
2019-01-09 12:03:42,297.0,28.0,32.0
2019-01-09 12:08:47,299.92,28.0,31.0
2019-01-09 12:13:52,291.56,28.0,31.0
2019-01-09 12:18:54,293.43,28.0,32.0
2019-01-09 12:23:57,296.61,28.0,31.0
2019-01-09 12:28:59,295.24,28.0,32.0
2019-01-09 12:34:02,295.0,28.0,32.0
2019-01-09 12:39:04,293.48,28.0,31.0
2019-01-09 12:44:06,301.04,28.0,32.0
2019-01-09 12:49:09,293.72,28.0,31.0
2019-01-09 12:54:15,291.92,28.0,31.0
2019-01-09 12:59:18,292.01,28.0,33.0
2019-01-09 13:04:20,298.19,28.0,32.0
2019-01-09 13:09:22,297.5,28.0,30.0
2019-01-09 13:14:27,297.51,28.0,32.0
2019-01-09 13:19:30,290.37,28.0,30.0
2019-01-09 13:24:32,289.19,28.0,31.0
2019-01-09 13:29:33,294.19,28.0,33.0
2019-01-09 13:34:37,294.55,28.0,31.0
2019-01-09 13:39:40,292.97,28.0,32.0
2019-01-09 13:44:42,296.92,28.0,32.0
2019-01-09 13:49:46,291.64,28.0,30.0
2019-01-09 13:54:49,294.77,28.0,33.0
2019-01-09 13:59:52,290.49,28.0,32.0
2019-01-09 14:04:55,305.39,14.0,143.0
2019-01-09 14:09:59,296.31,28.0,32.0
2019-01-09 14:15:01,293.58,28.0,32.0
2019-01-09 14:20:04,298.61,28.0,31.0
2019-01-09 14:25:06,295.94,28.0,32.0
2019-01-09 14:30:12,294.16,28.0,32.0
2019-01-09 14:35:14,293.37,28.0,32.0
2019-01-09 14:40:16,294.65,28.0,31.0
2019-01-09 14:45:18,286.14,28.0,31.0
2019-01-09 14:50:20,294.28,28.0,31.0
2019-01-09 14:55:22,292.53,28.0,32.0
2019-01-09 15:00:25,297.55,28.0,31.0
2019-01-09 15:05:27,295.75,28.0,31.0
2019-01-09 15:10:29,297.41,28.0,31.0
2019-01-09 15:15:34,295.64,28.0,31.0
2019-01-09 15:20:39,299.25,28.0,30.0
2019-01-09 15:25:42,294.93,28.0,31.0
2019-01-09 15:30:44,296.59,28.0,32.0
2019-01-09 15:35:47,295.13,28.0,31.0
2019-01-09 15:40:49,297.74,28.0,31.0
2019-01-09 15:45:51,297.82,28.0,31.0
2019-01-09 15:51:01,297.54,28.0,31.0
2019-01-09 15:56:05,298.1,28.0,31.0
2019-01-09 16:01:07,296.34,28.0,31.0
2019-01-09 16:06:09,293.91,28.0,30.0
2019-01-09 16:11:11,292.26,28.0,32.0
2019-01-09 16:16:14,292.65,28.0,30.0
2019-01-09 16:21:16,297.28,28.0,31.0
2019-01-09 16:26:19,296.24,28.0,31.0
2019-01-09 16:42:56,287.55,28.0,31.0
2019-01-09 16:48:02,292.15,28.0,30.0
2019-01-09 16:53:06,298.22,28.0,29.0
